WeChat: cstutorcs
QQ: 749389476
Email: tutorcs@163.com
2	984.37
2	1091.67
2	1084.41
2	1076.44
2	1127.00
2	1120.01
2	1085.32
2	1093.88
2	1096.02
2	1098.22
2	1039.27
2	1095.36
2	1130.02
2	1100.75
2	1107.27
2	1084.50
2	1681.34
2	1076.49
2	1129.77
3	989.15
3	770.73
3	1024.67
3	948.86
3	715.29
3	972.12
3	1006.09
3	953.13
3	950.88
3	673.77
3	1174.38
3	1044.68
3	1002.52
3	968.51
3	871.51
3	852.79
3	964.72
3	1075.26
3	1050.74
3	1163.50
3	1043.43
3	1290.57
3	1191.68
3	936.68
3	729.16
3	745.73
3	1021.04
3	1074.98
3	1061.81
3	952.77
3	870.33
3	1315.92
3	771.17
3	966.93
3	1046.80
3	1200.02
3	883.96
3	867.89
3	921.79
3	967.72
3	815.63
3	996.02
3	1008.98
3	1146.86
3	986.77
3	1117.66
3	1069.10
3	861.42
3	1042.53
3	613.70
3	986.70
3	1225.45
3	997.01
3	1032.93
3	849.00
3	1078.63
3	1026.91
3	925.22
3	857.36
3	1189.85
3	1058.83
3	1206.64
3	1154.74
3	956.70
3	1029.11
3	866.18
3	893.42
3	1000.77
3	850.24
3	977.78
3	1058.42
3	836.48
3	994.40
3	846.92
3	913.03
3	1027.13
3	993.30
3	1232.91
3	954.03
3	1044.27
3	1015.41
3	835.77
3	1072.71
3	986.40
3	1008.49
3	1230.65
3	974.74
3	1102.06
3	856.12
3	882.01
3	1013.80
3	1095.04
3	874.90
3	1092.57
3	558.41
3	1116.17
3	952.44
3	1307.09
3	1311.40
3	601.41
3	1166.34
3	1084.05
3	882.48
3	1198.23
3	1068.49
3	799.49
3	938.96
3	1047.83
3	1006.91
3	1022.20
3	710.94
3	955.69
3	785.61
3	1010.28
3	1071.98
3	1100.52
3	877.51
3	937.32
3	1101.05
3	1158.85
3	982.50
3	1338.14
3	1414.68
3	1399.22
3	1403.74
3	1435.58
3	1483.59
3	1476.80
4	891.87
4	974.22
4	787.02
4	1179.81
4	972.46
4	1265.10
4	923.76
4	1061.15
4	979.51
4	973.12
4	910.67
4	968.81
4	959.62
4	919.49
4	1076.41
4	957.18
4	826.63
4	1128.61
4	845.94
4	826.30
4	1029.73
4	933.39
4	962.81
4	842.89
4	921.34
4	950.10
4	970.86
4	1341.22
4	1031.25
4	1003.65
4	813.58
4	936.99
4	1258.82
4	1196.05
4	851.94
4	921.58
4	1007.18
4	1102.80
4	963.03
4	872.36
4	729.83
4	847.06
4	1024.77
4	901.51
4	1102.97
4	982.02
4	866.47
4	888.91
4	1162.87
4	849.96
4	851.58
4	958.19
4	870.56
4	1000.97
4	924.52
4	1044.27
4	967.75
4	2282.96
4	898.41
4	958.65
4	848.56
4	1051.91
4	1006.76
4	742.67
4	976.34
4	916.81
4	941.11
4	889.79
4	950.08
4	864.72
4	955.00
4	858.10
4	838.87
4	865.51
4	971.15
4	1048.44
4	979.21
4	958.30
4	904.86
4	1119.49
4	961.71
4	848.90
4	1175.20
4	917.92
4	745.82
4	1593.95
4	994.64
4	824.42
4	918.64
4	952.57
4	905.41
4	943.75
4	854.26
4	981.56
4	799.79
4	1003.33
4	978.67
4	939.21
4	1276.46
4	986.15
4	1258.85
4	892.43
4	911.90
5	1062.39
5	1037.40
5	1027.44
5	1182.79
5	1021.47
5	1009.76
5	1012.01
5	1020.38
5	938.08
5	1082.49
5	1001.31
5	1004.98
5	1019.07
5	981.57
5	1102.01
5	1033.44
5	1040.54
5	1008.93
5	1097.58
5	965.66
5	994.96
5	1008.25
5	5369.66
5	1041.32
5	1005.84
5	984.42
5	1023.61
5	1003.73
5	966.31
5	1023.97
5	1081.76
5	927.24
5	1008.37
5	982.54
5	992.81
5	973.00
5	1040.05
5	1045.30
5	985.07
5	979.69
5	987.08
5	1000.69
5	999.22
5	1054.91
5	979.82
5	1011.93
5	1031.25
5	998.28
5	664.12
5	1029.57
5	1041.64
5	1049.84
5	987.85
5	1160.53
5	1007.63
5	1029.49
5	956.03
6	1051.47
6	1086.64
6	1073.27
6	1050.51
6	1061.64
6	1125.14
6	1058.64
6	1037.06
6	1075.04
6	1051.11
6	1035.09
6	1074.05
6	1062.17
6	1068.67
6	1103.18
6	1062.35
7	1336.84
7	1339.14
7	1376.64
7	1378.48
7	1357.37
7	1411.70
7	1328.94
7	1366.77
7	1348.02
7	1333.74
7	1324.58
7	1322.18
7	1341.74
7	1357.90
7	1342.59
7	1372.63
7	1111.96
7	1369.68
7	1342.00
7	1386.88
7	1342.89
7	1367.24
7	1367.02
7	1350.00
7	1396.97
7	1323.97
7	1346.85
7	1499.37
7	1340.65
7	1371.98
7	1410.69
7	1304.79
7	1456.96
7	1439.45
7	1447.46
7	1386.08
7	1403.05
7	1381.38
7	1294.15
7	1435.14
7	1376.67
7	1388.66
7	1376.14
7	1397.24
7	1349.19
8	1231.63
8	1232.60
8	1278.74
8	1334.22
8	1191.52
8	1219.03
8	1082.48
8	1139.80
8	1176.60
8	1099.44
8	1096.64
8	1253.22
8	1134.35
8	1346.13
8	1220.66
8	1237.84
8	1078.68
8	1187.64
8	1258.04
8	1161.31
8	1198.67
8	1218.63
8	1175.32
8	1144.50
8	1163.18
8	1150.26
8	1237.50
8	1183.26
8	1209.03
8	1245.58
8	1185.05
8	1139.28
8	1215.05
8	1249.84
8	1226.61
8	1209.76
8	1286.19
8	1183.97
8	1400.38
8	1275.94
8	739.16
8	1337.56
8	1153.72
8	1250.53
8	1238.40
8	1212.18
8	1096.29
8	1296.71
8	1088.34
8	1225.37
8	1353.56
8	1291.09
8	1177.54
8	1155.22
8	1167.85
8	751.34
8	1238.61
8	1292.01
8	1151.46
8	1100.73
8	1287.02
8	1239.56
8	1053.29
8	1094.45
8	1227.35
8	1227.16
8	1263.31
8	1239.12
8	1230.64
8	1304.60
8	1147.09
8	1154.63
8	1197.54
8	1153.95
8	1247.35
8	1183.32
8	1352.63
8	1230.16
8	1154.07
8	1186.44
8	1156.19
8	1236.56
8	1140.74
8	1198.83
8	1331.23
8	1540.96
8	1211.72
8	1182.45
8	1277.56
8	1196.22
8	1364.65
8	1496.20
8	1179.03
